Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      50/50          main [1]
[63]     0.0    0.00    0.00      50         entropy_val(int&, int&, std::vector<int, std::allocator<int> >&) [63]
                0.00    0.00    3200/23200       std::vector<int, std::allocator<int> >::operator[](unsigned long) [24]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [71]
[64]     0.0    0.00    0.00      50         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [64]
                0.00    0.00     100/200         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [36]
-----------------------------------------------
                0.00    0.00      50/50          int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [83]
[65]     0.0    0.00    0.00      50         int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [65]
-----------------------------------------------
                0.00    0.00      50/50          void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [68]
[66]     0.0    0.00    0.00      50         void std::__new_allocator<int>::destroy<int>(int*) [66]
-----------------------------------------------
                0.00    0.00      50/50          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [69]
[67]     0.0    0.00    0.00      50         void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [67]
                0.00    0.00      50/150         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [40]
                0.00    0.00      50/50          operator new(unsigned long, void*) [89]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_Temporary_value::~_Temporary_value() [77]
[68]     0.0    0.00    0.00      50         void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [68]
                0.00    0.00      50/50          void std::__new_allocator<int>::destroy<int>(int*) [66]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_Temporary_value::_Temporary_value<int const&>(std::vector<int, std::allocator<int> >*, int const&) [76]
[69]     0.0    0.00    0.00      50         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [69]
                0.00    0.00      50/150         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [40]
                0.00    0.00      50/50          void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [67]
-----------------------------------------------
                0.00    0.00      50/50          int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [84]
[70]     0.0    0.00    0.00      50         int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [70]
                0.00    0.00      50/50          int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [87]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [79]
[71]     0.0    0.00    0.00      50         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [71]
                0.00    0.00     100/152         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [38]
                0.00    0.00     100/200         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [36]
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_Temporary_value::_Temporary_value<int const&>(std::vector<int, std::allocator<int> >*, int const&) [76]
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_Temporary_value::_M_val() [73]
                0.00    0.00      50/100         std::vector<int, std::allocator<int> >::end() [48]
                0.00    0.00      50/50          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [64]
                0.00    0.00      50/51          int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [59]
                0.00    0.00      50/50          int* std::__uninitialized_move_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [86]
                0.00    0.00      50/50          void std::fill<int*, int>(int*, int*, int const&) [88]
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_Temporary_value::~_Temporary_value() [77]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::clear() [78]
[72]     0.0    0.00    0.00      50         std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [72]
                0.00    0.00      50/152         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [38]
                0.00    0.00      50/51          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [62]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [71]
[73]     0.0    0.00    0.00      50         std::vector<int, std::allocator<int> >::_Temporary_value::_M_val() [73]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_Temporary_value::_Temporary_value<int const&>(std::vector<int, std::allocator<int> >*, int const&) [76]
[74]     0.0    0.00    0.00      50         std::vector<int, std::allocator<int> >::_Temporary_value::_Storage::_Storage() [74]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_Temporary_value::~_Temporary_value() [77]
[75]     0.0    0.00    0.00      50         std::vector<int, std::allocator<int> >::_Temporary_value::_Storage::~_Storage() [75]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [71]
[76]     0.0    0.00    0.00      50         std::vector<int, std::allocator<int> >::_Temporary_value::_Temporary_value<int const&>(std::vector<int, std::allocator<int> >*, int const&) [76]
                0.00    0.00      50/150         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [40]
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_Temporary_value::_Storage::_Storage() [74]
                0.00    0.00      50/100         std::vector<int, std::allocator<int> >::_Temporary_value::_M_ptr() [47]
                0.00    0.00      50/50          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [69]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [71]
[77]     0.0    0.00    0.00      50         std::vector<int, std::allocator<int> >::_Temporary_value::~_Temporary_value() [77]
                0.00    0.00      50/100         std::vector<int, std::allocator<int> >::_Temporary_value::_M_ptr() [47]
                0.00    0.00      50/50          void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [68]
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_Temporary_value::_Storage::~_Storage() [75]
-----------------------------------------------
                0.00    0.00      50/50          grid_count(int&, int&, int&, int&, std::vector<int, std::allocator<int> >&, std::vector<double, std::allocator<double> >&) [15]
[78]     0.0    0.00    0.00      50         std::vector<int, std::allocator<int> >::clear() [78]
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [72]
-----------------------------------------------
                0.00    0.00      50/50          grid_count(int&, int&, int&, int&, std::vector<int, std::allocator<int> >&, std::vector<double, std::allocator<double> >&) [15]
[79]     0.0    0.00    0.00      50         std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [79]
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::size() const [45]
                0.00    0.00      50/100         std::vector<int, std::allocator<int> >::end() [48]
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [71]
-----------------------------------------------
                0.00    0.00      50/50          int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [81]
[80]     0.0    0.00    0.00      50         int* std::__niter_wrap<int*>(int* const&, int*) [80]
-----------------------------------------------
                0.00    0.00      50/50          int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [87]
[81]     0.0    0.00    0.00      50         int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [81]
                0.00    0.00     150/150         int* std::__niter_base<int*>(int*) [39]
                0.00    0.00      50/50          int* std::__copy_move_a1<true, int*, int*>(int*, int*, int*) [82]
                0.00    0.00      50/50          int* std::__niter_wrap<int*>(int* const&, int*) [80]
-----------------------------------------------
                0.00    0.00      50/50          int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [81]
[82]     0.0    0.00    0.00      50         int* std::__copy_move_a1<true, int*, int*>(int*, int*, int*) [82]
                0.00    0.00      50/50          int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [83]
-----------------------------------------------
                0.00    0.00      50/50          int* std::__copy_move_a1<true, int*, int*>(int*, int*, int*) [82]
[83]     0.0    0.00    0.00      50         int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [83]
                0.00    0.00      50/50          int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [65]
-----------------------------------------------
                0.00    0.00      50/50          int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [85]
[84]     0.0    0.00    0.00      50         int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [84]
                0.00    0.00      50/50          int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [70]
-----------------------------------------------
                0.00    0.00      50/50          int* std::__uninitialized_move_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [86]
[85]     0.0    0.00    0.00      50         int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [85]
                0.00    0.00      50/50          int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [84]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [71]
[86]     0.0    0.00    0.00      50         int* std::__uninitialized_move_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [86]
                0.00    0.00     100/100         std::move_iterator<int*> std::make_move_iterator<int*>(int*) [52]
                0.00    0.00      50/50          int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [85]
-----------------------------------------------
                0.00    0.00      50/50          int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [70]
[87]     0.0    0.00    0.00      50         int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [87]
                0.00    0.00     100/100         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [50]
                0.00    0.00      50/50          int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [81]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [71]
[88]     0.0    0.00    0.00      50         void std::fill<int*, int>(int*, int*, int const&) [88]
                0.00    0.00      50/101         void std::__fill_a<int*, int>(int*, int*, int const&) [41]
-----------------------------------------------
                0.00    0.00      50/50          void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [67]
[89]     0.0    0.00    0.00      50         operator new(unsigned long, void*) [89]
-----------------------------------------------
                0.00    0.00       2/11          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [153]
                0.00    0.00       3/11          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [111]
                0.00    0.00       6/11          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [93]
[90]     0.0    0.00    0.00      11         std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [90]
-----------------------------------------------
                0.00    0.00       2/6           main [1]
                0.00    0.00       2/6           std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [135]
                0.00    0.00       2/6           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [120]
[91]     0.0    0.00    0.00       6         std::allocator<double>::~allocator() [91]
                0.00    0.00       6/6           std::__new_allocator<double>::~__new_allocator() [92]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<double>::~allocator() [91]
[92]     0.0    0.00    0.00       6         std::__new_allocator<double>::~__new_allocator() [92]
-----------------------------------------------
                0.00    0.00       2/6           save_entropy(int&, int&, int&, std::vector<double, std::allocator<double> >&) [17]
                0.00    0.00       4/6           save_molecules(int&, int&, int&, int&, std::vector<double, std::allocator<double> >&) [16]
[93]     0.0    0.00    0.00       6         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [93]
                0.00    0.00       6/11          std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [90]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::to_string(int) [95]
[94]     0.0    0.00    0.00       5         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [94]
-----------------------------------------------
                0.00    0.00       1/5           save_entropy(int&, int&, int&, std::vector<double, std::allocator<double> >&) [17]
                0.00    0.00       4/5           save_molecules(int&, int&, int&, int&, std::vector<double, std::allocator<double> >&) [16]
[95]     0.0    0.00    0.00       5         std::__cxx11::to_string(int) [95]
                0.00    0.00       5/5           unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int) [96]
                0.00    0.00       5/5           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [94]
                0.00    0.00       5/5           void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [97]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::to_string(int) [95]
[96]     0.0    0.00    0.00       5         unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int) [96]
-----------------------------------------------
                0.00    0.00       5/5           std::__cxx11::to_string(int) [95]
[97]     0.0    0.00    0.00       5         void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [97]
-----------------------------------------------
                0.00    0.00       4/4           std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [103]
[98]     0.0    0.00    0.00       4         int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [98]
                0.00    0.00       4/4           __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [105]
                0.00    0.00       4/4           __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [104]
                0.00    0.00       4/4           __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [106]
-----------------------------------------------
                0.00    0.00       2/4           std::__new_allocator<double>::max_size() const [112]
                0.00    0.00       2/4           std::__new_allocator<double>::allocate(unsigned long, void const*) [127]
[99]     0.0    0.00    0.00       4         std::__new_allocator<double>::_M_max_size() const [99]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [135]
                0.00    0.00       2/4           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [119]
[100]    0.0    0.00    0.00       4         std::allocator<double>::allocator(std::allocator<double> const&) [100]
                0.00    0.00       4/4           std::__new_allocator<double>::__new_allocator(std::__new_allocator<double> const&) [102]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<double, std::allocator<double> >::~vector() [138]
                0.00    0.00       2/4           std::vector<double, std::allocator<double> >::_M_fill_initialize(unsigned long, double const&) [136]
[101]    0.0    0.00    0.00       4         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [101]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<double>::allocator(std::allocator<double> const&) [100]
[102]    0.0    0.00    0.00       4         std::__new_allocator<double>::__new_allocator(std::__new_allocator<double> const&) [102]
-----------------------------------------------
                0.00    0.00       4/4           read_params(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&, int&, int&, int&) [156]
[103]    0.0    0.00    0.00       4         std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [103]
                0.00    0.00       4/4           int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [98]
-----------------------------------------------
                0.00    0.00       4/4           int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [98]
[104]    0.0    0.00    0.00       4         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [104]
-----------------------------------------------
                0.00    0.00       4/4           int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [98]
[105]    0.0    0.00    0.00       4         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [105]
-----------------------------------------------
                0.00    0.00       4/4           int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [98]
[106]    0.0    0.00    0.00       4         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [106]
-----------------------------------------------
                0.00    0.00       1/3           main [1]
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [184]
                0.00    0.00       1/3           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [168]
[107]    0.0    0.00    0.00       3         std::allocator<int>::~allocator() [107]
                0.00    0.00       3/3           std::__new_allocator<int>::~__new_allocator() [108]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<int>::~allocator() [107]
[108]    0.0    0.00    0.00       3         std::__new_allocator<int>::~__new_allocator() [108]
-----------------------------------------------
                0.00    0.00       1/3           std::uniform_int_distribution<int>::param_type::param_type(int, int) [182]
                0.00    0.00       2/3           std::char_traits<char>::length(char const*) [116]
[109]    0.0    0.00    0.00       3         std::__is_constant_evaluated() [109]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [183]
                0.00    0.00       2/3           std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [134]
[110]    0.0    0.00    0.00       3         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [110]
-----------------------------------------------
                0.00    0.00       1/3           save_entropy(int&, int&, int&, std::vector<double, std::allocator<double> >&) [17]
                0.00    0.00       2/3           save_molecules(int&, int&, int&, int&, std::vector<double, std::allocator<double> >&) [16]
[111]    0.0    0.00    0.00       3         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [111]
                0.00    0.00       3/11          std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [90]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [132]
[112]    0.0    0.00    0.00       2         std::__new_allocator<double>::max_size() const [112]
                0.00    0.00       2/4           std::__new_allocator<double>::_M_max_size() const [99]
-----------------------------------------------
                0.00    0.00       1/2           std::__new_allocator<int>::max_size() const [164]
                0.00    0.00       1/2           std::__new_allocator<int>::allocate(unsigned long, void const*) [175]
[113]    0.0    0.00    0.00       2         std::__new_allocator<int>::_M_max_size() const [113]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[114]    0.0    0.00    0.00       2         std::allocator<double>::allocator() [114]
                0.00    0.00       2/2           std::__new_allocator<double>::__new_allocator() [128]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [184]
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [167]
[115]    0.0    0.00    0.00       2         std::allocator<int>::allocator(std::allocator<int> const&) [115]
                0.00    0.00       2/2           std::__new_allocator<int>::__new_allocator(std::__new_allocator<int> const&) [129]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [140]
[116]    0.0    0.00    0.00       2         std::char_traits<char>::length(char const*) [116]
                0.00    0.00       2/3           std::__is_constant_evaluated() [109]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<double*>(double*, double*) [148]
[117]    0.0    0.00    0.00       2         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [117]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [122]
[118]    0.0    0.00    0.00       2         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [118]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [131]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [124]
[119]    0.0    0.00    0.00       2         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [119]
                0.00    0.00       2/4           std::allocator<double>::allocator(std::allocator<double> const&) [100]
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [123]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [125]
[120]    0.0    0.00    0.00       2         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [120]
                0.00    0.00       2/6           std::allocator<double>::~allocator() [91]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [125]
[121]    0.0    0.00    0.00       2         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [121]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [130]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [124]
[122]    0.0    0.00    0.00       2         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [122]
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [118]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [119]
[123]    0.0    0.00    0.00       2         std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [123]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [137]
[124]    0.0    0.00    0.00       2         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [124]
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [119]
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [122]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<double, std::allocator<double> >::~vector() [138]
[125]    0.0    0.00    0.00       2         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [125]
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [120]
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [121]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [130]
[126]    0.0    0.00    0.00       2         std::__new_allocator<double>::deallocate(double*, unsigned long) [126]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [131]
[127]    0.0    0.00    0.00       2         std::__new_allocator<double>::allocate(unsigned long, void const*) [127]
                0.00    0.00       2/4           std::__new_allocator<double>::_M_max_size() const [99]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<double>::allocator() [114]
[128]    0.0    0.00    0.00       2         std::__new_allocator<double>::__new_allocator() [128]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<int>::allocator(std::allocator<int> const&) [115]
[129]    0.0    0.00    0.00       2         std::__new_allocator<int>::__new_allocator(std::__new_allocator<int> const&) [129]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [121]
[130]    0.0    0.00    0.00       2         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [130]
                0.00    0.00       2/2           std::__new_allocator<double>::deallocate(double*, unsigned long) [126]
-----------------------------------------------
